Order Date,Customer ID,Product Name,Quantity,Total Price,Shipping Fee,Shipping Status,Category,Order Month,Order Day,Order Year,Is Weekend,Shipping Percentage
2023-10-03,CUST0158,Smartphone,1,800,18.58,Returned,Electronics,10,3,2023,False,2.3225
2023-02-06,CUST0088,Laptop,1,1500,13.16,Delivered,Electronics,2,6,2023,False,0.8773333333333333
2023-05-17,CUST0124,Monitor,2,600,8.51,Returned,Electronics,5,17,2023,False,1.4183333333333332
2023-09-23,CUST0055,Smartwatch,2,400,10.82,Returned,Wearables,9,23,2023,True,2.705
2023-12-25,CUST0201,Laptop,3,4500,17.62,Returned,Electronics,12,25,2023,False,0.3915555555555556
2023-02-19,CUST0256,Mouse,5,150,9.07,Delivered,Accessories,2,19,2023,True,6.046666666666667
2023-09-13,CUST0055,Keyboard,1,50,11.27,Returned,Accessories,9,13,2023,False,22.54
2023-11-05,CUST0076,Monitor,4,1200,6.9,Returned,Electronics,11,5,2023,True,0.575
2023-01-15,CUST0273,Monitor,3,900,7.31,Delivered,Electronics,1,15,2023,True,0.8122222222222222
2023-02-27,CUST0022,Mouse,1,30,15.29,Delivered,Accessories,2,27,2023,False,50.96666666666666
2023-05-11,CUST0204,Laptop,2,3000,12.68,Delivered,Electronics,5,11,2023,False,0.4226666666666667
2023-04-16,CUST0194,Mouse,1,30,19.54,Delivered,Accessories,4,16,2023,True,65.13333333333333
2023-03-17,CUST0138,Smartphone,4,3200,17.82,Delivered,Electronics,3,17,2023,False,0.556875
2023-04-11,CUST0071,Mouse,4,120,10.01,Delivered,Accessories,4,11,2023,False,8.341666666666667
2023-10-16,CUST0044,Keyboard,4,200,16.61,Returned,Accessories,10,16,2023,False,8.305
2023-10-16,CUST0273,Headphones,4,400,18.99,Delivered,Accessories,10,16,2023,False,4.7475
2023-02-22,CUST0196,Headphones,4,400,11.4,Delivered,Accessories,2,22,2023,False,2.85
2023-07-17,CUST0212,Mouse,2,60,8.36,Delivered,Accessories,7,17,2023,False,13.933333333333334
2023-06-30,CUST0106,Mouse,5,150,10.03,Delivered,Accessories,6,30,2023,False,6.686666666666666
2023-07-09,CUST0133,Headphones,3,300,15.0,Delivered,Accessories,7,9,2023,True,5.0
2023-05-07,CUST0262,Mouse,4,120,16.05,Returned,Accessories,5,7,2023,True,13.375
2023-03-22,CUST0280,Keyboard,4,200,12.3,Delivered,Accessories,3,22,2023,False,6.15
2023-08-28,CUST0074,Smartwatch,2,400,12.03,Returned,Wearables,8,28,2023,False,3.0075
2023-01-17,CUST0300,Mouse,3,90,11.56,Delivered,Accessories,1,17,2023,False,12.844444444444445
2023-10-16,CUST0027,Laptop,4,6000,11.21,Delivered,Electronics,10,16,2023,False,0.18683333333333335
2023-01-10,CUST0016,Smartphone,1,800,17.43,Delivered,Electronics,1,10,2023,False,2.17875
2023-03-25,CUST0152,Smartphone,3,2400,13.57,Returned,Electronics,3,25,2023,True,0.5654166666666667
2023-01-29,CUST0278,Smartwatch,3,600,10.21,Delivered,Wearables,1,29,2023,True,1.7016666666666669
2023-01-19,CUST0095,Smartphone,5,4000,18.75,Delivered,Electronics,1,19,2023,False,0.46875
2023-09-16,CUST0229,Monitor,1,300,16.7,Delivered,Electronics,9,16,2023,True,5.566666666666666
2023-07-21,CUST0128,Monitor,1,300,14.67,Delivered,Electronics,7,21,2023,False,4.89
2023-03-21,CUST0032,Monitor,5,1500,18.0,Returned,Electronics,3,21,2023,False,1.2
2023-05-03,CUST0283,Keyboard,5,250,10.04,Delivered,Accessories,5,3,2023,False,4.015999999999999
2023-01-24,CUST0238,Keyboard,4,200,10.23,Delivered,Accessories,1,24,2023,False,5.115
2023-12-01,CUST0144,Smartphone,5,4000,10.52,Delivered,Electronics,12,1,2023,False,0.263
2023-05-16,CUST0134,Monitor,5,1500,19.72,Delivered,Electronics,5,16,2023,False,1.3146666666666667
2023-05-07,CUST0129,Mouse,2,60,9.19,Delivered,Accessories,5,7,2023,True,15.316666666666665
2023-06-01,CUST0148,Headphones,2,200,19.58,Returned,Accessories,6,1,2023,False,9.79
2023-01-27,CUST0211,Smartphone,5,4000,15.61,Delivered,Electronics,1,27,2023,False,0.39025
2023-09-04,CUST0272,Keyboard,2,100,13.78,Delivered,Accessories,9,4,2023,False,13.780000000000001
2023-11-06,CUST0092,Mouse,5,150,15.68,Delivered,Accessories,11,6,2023,False,10.453333333333333
2023-09-24,CUST0203,Smartwatch,1,200,14.86,Returned,Wearables,9,24,2023,True,7.429999999999999
2023-09-08,CUST0109,Smartwatch,1,200,13.34,Returned,Wearables,9,8,2023,False,6.67
2023-08-28,CUST0204,Laptop,5,7500,5.02,Returned,Electronics,8,28,2023,False,0.06693333333333333
2023-03-18,CUST0291,Smartwatch,4,800,18.56,Delivered,Wearables,3,18,2023,True,2.32
2023-02-02,CUST0153,Headphones,5,500,14.22,Delivered,Accessories,2,2,2023,False,2.844
2023-03-15,CUST0220,Headphones,5,500,13.85,Returned,Accessories,3,15,2023,False,2.77
2023-12-27,CUST0245,Smartphone,2,1600,19.63,Delivered,Electronics,12,27,2023,False,1.226875
2023-09-23,CUST0228,Smartphone,1,800,5.64,Delivered,Electronics,9,23,2023,True,0.705
2023-06-08,CUST0106,Laptop,5,7500,15.14,Delivered,Electronics,6,8,2023,False,0.2018666666666667
2023-09-13,CUST0174,Mouse,4,120,14.02,Returned,Accessories,9,13,2023,False,11.683333333333334
2023-01-03,CUST0161,Smartwatch,3,600,17.9,Returned,Wearables,1,3,2023,False,2.983333333333333
2023-07-23,CUST0204,Smartphone,1,800,7.77,Returned,Electronics,7,23,2023,True,0.97125
2023-10-08,CUST0062,Smartwatch,2,400,13.02,Delivered,Wearables,10,8,2023,True,3.2549999999999994
2023-02-06,CUST0114,Keyboard,1,50,6.25,Delivered,Accessories,2,6,2023,False,12.5
2023-10-21,CUST0102,Monitor,3,900,9.94,Delivered,Electronics,10,21,2023,True,1.1044444444444443
2023-05-25,CUST0140,Smartphone,1,800,10.36,Returned,Electronics,5,25,2023,False,1.295
2023-04-28,CUST0142,Smartphone,1,800,8.45,Returned,Electronics,4,28,2023,False,1.05625
2023-10-03,CUST0016,Smartphone,2,1600,19.07,Delivered,Electronics,10,3,2023,False,1.191875
2023-11-01,CUST0023,Keyboard,5,250,10.03,Returned,Accessories,11,1,2023,False,4.012
2023-06-30,CUST0008,Mouse,4,120,8.76,Delivered,Accessories,6,30,2023,False,7.3
2023-08-03,CUST0268,Monitor,2,600,5.69,Returned,Electronics,8,3,2023,False,0.9483333333333334
2023-05-26,CUST0162,Headphones,1,100,6.43,Returned,Accessories,5,26,2023,False,6.43
2023-09-19,CUST0121,Smartwatch,5,1000,19.19,Returned,Wearables,9,19,2023,False,1.9190000000000003
2023-06-18,CUST0047,Smartwatch,3,600,10.92,Returned,Wearables,6,18,2023,True,1.82
2023-03-03,CUST0148,Keyboard,5,250,11.17,Delivered,Accessories,3,3,2023,False,4.468
2023-11-18,CUST0251,Smartphone,3,2400,10.65,Delivered,Electronics,11,18,2023,True,0.44375000000000003
2023-08-05,CUST0028,Monitor,1,300,14.36,Delivered,Electronics,8,5,2023,True,4.786666666666666
2023-10-31,CUST0174,Headphones,4,400,11.92,Delivered,Accessories,10,31,2023,False,2.98
2023-08-11,CUST0296,Smartphone,5,4000,13.43,Returned,Electronics,8,11,2023,False,0.33575
2023-11-25,CUST0085,Smartphone,1,800,16.2,Returned,Electronics,11,25,2023,True,2.025
2023-11-21,CUST0281,Laptop,5,7500,7.21,Delivered,Electronics,11,21,2023,False,0.09613333333333333
2023-03-27,CUST0010,Headphones,3,300,7.41,Delivered,Accessories,3,27,2023,False,2.4699999999999998
2023-10-20,CUST0186,Laptop,1,1500,19.04,Delivered,Electronics,10,20,2023,False,1.2693333333333332
2023-11-27,CUST0281,Laptop,2,3000,9.87,Delivered,Electronics,11,27,2023,False,0.329
2023-10-22,CUST0031,Smartphone,5,4000,9.6,Delivered,Electronics,10,22,2023,True,0.24
2023-02-10,CUST0270,Headphones,3,300,13.33,Delivered,Accessories,2,10,2023,False,4.443333333333333
2023-08-11,CUST0039,Smartphone,2,1600,19.2,Delivered,Electronics,8,11,2023,False,1.2
2023-08-13,CUST0063,Keyboard,1,50,17.61,Returned,Accessories,8,13,2023,True,35.22
2023-05-21,CUST0097,Smartwatch,1,200,17.66,Returned,Wearables,5,21,2023,True,8.83
2023-11-08,CUST0067,Laptop,4,6000,14.45,Delivered,Electronics,11,8,2023,False,0.24083333333333332
2023-06-17,CUST0124,Smartphone,4,3200,19.17,Delivered,Electronics,6,17,2023,True,0.5990625
2023-06-17,CUST0284,Monitor,3,900,19.12,Delivered,Electronics,6,17,2023,True,2.1244444444444444
2023-03-30,CUST0010,Monitor,1,300,9.72,Returned,Electronics,3,30,2023,False,3.2400000000000007
2023-11-01,CUST0276,Monitor,1,300,18.63,Delivered,Electronics,11,1,2023,False,6.21
2023-10-07,CUST0256,Smartphone,3,2400,5.26,Delivered,Electronics,10,7,2023,True,0.21916666666666665
2023-10-21,CUST0221,Mouse,2,60,15.69,Delivered,Accessories,10,21,2023,True,26.150000000000002
2023-11-02,CUST0062,Monitor,3,900,8.58,Returned,Electronics,11,2,2023,False,0.9533333333333333
2023-01-23,CUST0219,Headphones,1,100,9.55,Delivered,Accessories,1,23,2023,False,9.55
2023-10-18,CUST0053,Keyboard,3,150,11.95,Returned,Accessories,10,18,2023,False,7.966666666666667
2023-08-07,CUST0144,Smartphone,4,3200,7.86,Returned,Electronics,8,7,2023,False,0.245625
2023-01-05,CUST0081,Monitor,5,1500,12.67,Delivered,Electronics,1,5,2023,False,0.8446666666666667
2023-07-25,CUST0044,Monitor,2,600,16.31,Delivered,Electronics,7,25,2023,False,2.718333333333333
2023-11-25,CUST0055,Smartwatch,3,600,18.24,Returned,Wearables,11,25,2023,True,3.0399999999999996
2023-05-18,CUST0272,Mouse,3,90,11.88,Returned,Accessories,5,18,2023,False,13.200000000000001
2023-10-16,CUST0126,Mouse,2,60,5.53,Delivered,Accessories,10,16,2023,False,9.216666666666667
2023-03-27,CUST0167,Smartwatch,3,600,8.01,Delivered,Wearables,3,27,2023,False,1.335
2023-10-25,CUST0043,Mouse,4,120,19.24,Delivered,Accessories,10,25,2023,False,16.03333333333333
2023-09-21,CUST0201,Monitor,2,600,7.0,Delivered,Electronics,9,21,2023,False,1.1666666666666667
2023-02-22,CUST0028,Laptop,1,1500,6.62,Delivered,Electronics,2,22,2023,False,0.44133333333333336
2023-08-23,CUST0150,Monitor,3,900,19.87,Delivered,Electronics,8,23,2023,False,2.207777777777778
2023-08-01,CUST0247,Keyboard,2,100,10.09,Delivered,Accessories,8,1,2023,False,10.09
2023-08-06,CUST0058,Monitor,2,600,6.22,Delivered,Electronics,8,6,2023,True,1.0366666666666666
2023-01-01,CUST0281,Laptop,4,6000,7.66,Returned,Electronics,1,1,2023,True,0.12766666666666665
2023-10-02,CUST0041,Smartphone,4,3200,5.82,Returned,Electronics,10,2,2023,False,0.181875
2023-04-29,CUST0204,Monitor,4,1200,18.4,Delivered,Electronics,4,29,2023,True,1.5333333333333332
2023-07-24,CUST0095,Smartwatch,2,400,18.88,Delivered,Wearables,7,24,2023,False,4.72
2023-09-17,CUST0272,Smartwatch,3,600,15.36,Delivered,Wearables,9,17,2023,True,2.5599999999999996
2023-09-26,CUST0069,Monitor,4,1200,16.88,Delivered,Electronics,9,26,2023,False,1.4066666666666667
2023-06-07,CUST0202,Headphones,4,400,19.94,Delivered,Accessories,6,7,2023,False,4.985
2023-03-12,CUST0054,Headphones,1,100,10.32,Delivered,Accessories,3,12,2023,True,10.32
2023-10-24,CUST0187,Keyboard,4,200,7.33,Delivered,Accessories,10,24,2023,False,3.665
2023-12-01,CUST0065,Smartphone,5,4000,6.41,Delivered,Electronics,12,1,2023,False,0.16025
2023-08-16,CUST0019,Smartwatch,1,200,12.86,Delivered,Wearables,8,16,2023,False,6.43
2023-02-13,CUST0054,Keyboard,1,50,13.13,Delivered,Accessories,2,13,2023,False,26.26
2023-11-28,CUST0018,Mouse,2,60,17.21,Delivered,Accessories,11,28,2023,False,28.683333333333334
2023-06-22,CUST0059,Laptop,2,3000,7.81,Returned,Electronics,6,22,2023,False,0.26033333333333336
2023-06-23,CUST0075,Mouse,5,150,5.44,Delivered,Accessories,6,23,2023,False,3.626666666666667
2023-07-28,CUST0129,Smartphone,3,2400,19.63,Delivered,Electronics,7,28,2023,False,0.8179166666666666
2023-10-30,CUST0103,Smartphone,1,800,15.79,Delivered,Electronics,10,30,2023,False,1.97375
2023-11-10,CUST0176,Laptop,3,4500,5.72,Delivered,Electronics,11,10,2023,False,0.12711111111111112
2023-06-03,CUST0178,Smartphone,3,2400,19.31,Delivered,Electronics,6,3,2023,True,0.8045833333333333
2023-06-29,CUST0138,Laptop,4,6000,16.31,Delivered,Electronics,6,29,2023,False,0.2718333333333333
2023-10-06,CUST0152,Mouse,1,30,10.99,Delivered,Accessories,10,6,2023,False,36.63333333333333
2023-08-01,CUST0212,Smartphone,3,2400,16.12,Delivered,Electronics,8,1,2023,False,0.6716666666666666
2023-05-18,CUST0208,Smartwatch,2,400,8.71,Delivered,Wearables,5,18,2023,False,2.1775
2023-05-02,CUST0026,Smartphone,5,4000,12.26,Returned,Electronics,5,2,2023,False,0.3065
2023-11-20,CUST0224,Smartphone,1,800,19.34,Delivered,Electronics,11,20,2023,False,2.4175
2023-08-10,CUST0131,Laptop,2,3000,18.81,Delivered,Electronics,8,10,2023,False,0.627
2023-04-05,CUST0019,Monitor,1,300,14.91,Delivered,Electronics,4,5,2023,False,4.97
2023-04-19,CUST0291,Mouse,1,30,5.6,Delivered,Accessories,4,19,2023,False,18.666666666666664
2023-12-30,CUST0032,Laptop,3,4500,19.69,Delivered,Electronics,12,30,2023,True,0.4375555555555556
2023-11-10,CUST0230,Laptop,4,6000,15.12,Delivered,Electronics,11,10,2023,False,0.25199999999999995
2023-01-14,CUST0285,Headphones,1,100,5.25,Delivered,Accessories,1,14,2023,True,5.25
2023-07-05,CUST0199,Headphones,1,100,18.38,Returned,Accessories,7,5,2023,False,18.38
2023-11-06,CUST0063,Monitor,4,1200,15.57,Delivered,Electronics,11,6,2023,False,1.2975
2023-01-20,CUST0178,Laptop,5,7500,8.03,Delivered,Electronics,1,20,2023,False,0.10706666666666666
2023-05-06,CUST0210,Monitor,5,1500,16.68,Returned,Electronics,5,6,2023,True,1.1119999999999999
2023-10-21,CUST0105,Headphones,2,200,12.44,Delivered,Accessories,10,21,2023,True,6.22
2023-12-30,CUST0198,Monitor,3,900,6.39,Returned,Electronics,12,30,2023,True,0.71
2023-07-10,CUST0241,Keyboard,1,50,11.72,Delivered,Accessories,7,10,2023,False,23.44
2023-02-05,CUST0052,Mouse,4,120,14.27,Delivered,Accessories,2,5,2023,True,11.891666666666666
2023-02-03,CUST0258,Laptop,3,4500,15.91,Returned,Electronics,2,3,2023,False,0.35355555555555557
2023-11-22,CUST0123,Laptop,5,7500,16.01,Delivered,Electronics,11,22,2023,False,0.21346666666666672
2023-06-03,CUST0285,Smartphone,3,2400,19.44,Delivered,Electronics,6,3,2023,True,0.8100000000000002
2023-04-26,CUST0279,Mouse,3,90,7.34,Returned,Accessories,4,26,2023,False,8.155555555555555
2023-03-13,CUST0052,Headphones,3,300,13.21,Delivered,Accessories,3,13,2023,False,4.403333333333333
2023-01-11,CUST0200,Laptop,5,7500,11.03,Returned,Electronics,1,11,2023,False,0.14706666666666665
2023-04-10,CUST0103,Keyboard,5,250,14.12,Delivered,Accessories,4,10,2023,False,5.648
2023-03-07,CUST0129,Smartwatch,5,1000,10.43,Delivered,Wearables,3,7,2023,False,1.043
2023-08-31,CUST0012,Laptop,1,1500,12.71,Returned,Electronics,8,31,2023,False,0.8473333333333335
2023-01-02,CUST0139,Smartphone,2,1600,12.55,Returned,Electronics,1,2,2023,False,0.784375
2023-10-19,CUST0108,Keyboard,2,100,6.85,Returned,Accessories,10,19,2023,False,6.849999999999999
2023-01-10,CUST0196,Laptop,2,3000,17.23,Returned,Electronics,1,10,2023,False,0.5743333333333334
2023-01-16,CUST0007,Headphones,3,300,19.53,Delivered,Accessories,1,16,2023,False,6.510000000000001
2023-07-23,CUST0118,Smartwatch,3,600,18.62,Delivered,Wearables,7,23,2023,True,3.1033333333333335
2023-12-04,CUST0227,Mouse,5,150,14.71,Delivered,Accessories,12,4,2023,False,9.806666666666668
2023-04-09,CUST0219,Keyboard,2,100,12.46,Delivered,Accessories,4,9,2023,True,12.46
2023-04-25,CUST0297,Monitor,2,600,12.26,Returned,Electronics,4,25,2023,False,2.0433333333333334
2023-02-28,CUST0098,Headphones,4,400,8.84,Delivered,Accessories,2,28,2023,False,2.21
2023-05-09,CUST0284,Smartwatch,5,1000,13.46,Delivered,Wearables,5,9,2023,False,1.346
2023-12-08,CUST0137,Monitor,5,1500,19.39,Returned,Electronics,12,8,2023,False,1.2926666666666669
2023-11-01,CUST0127,Headphones,2,200,5.13,Delivered,Accessories,11,1,2023,False,2.565
2023-06-11,CUST0052,Mouse,2,60,6.23,Delivered,Accessories,6,11,2023,True,10.383333333333335
2023-10-09,CUST0162,Smartwatch,4,800,12.26,Delivered,Wearables,10,9,2023,False,1.5325
2023-09-23,CUST0069,Laptop,4,6000,16.92,Delivered,Electronics,9,23,2023,True,0.28200000000000003
2023-04-06,CUST0011,Smartphone,2,1600,15.8,Delivered,Electronics,4,6,2023,False,0.9875
2023-11-17,CUST0293,Laptop,3,4500,8.53,Returned,Electronics,11,17,2023,False,0.18955555555555556
2023-02-07,CUST0078,Monitor,1,300,7.57,Delivered,Electronics,2,7,2023,False,2.5233333333333334
2023-09-30,CUST0290,Headphones,3,300,5.29,Returned,Accessories,9,30,2023,True,1.7633333333333334
2023-08-18,CUST0130,Smartwatch,3,600,5.65,Delivered,Wearables,8,18,2023,False,0.9416666666666667
2023-01-10,CUST0186,Smartwatch,5,1000,18.29,Delivered,Wearables,1,10,2023,False,1.8290000000000002
2023-03-16,CUST0164,Monitor,3,900,11.22,Delivered,Electronics,3,16,2023,False,1.2466666666666668
2023-09-02,CUST0024,Monitor,2,600,15.59,Returned,Electronics,9,2,2023,True,2.5983333333333336
2023-04-07,CUST0006,Smartwatch,3,600,13.94,Delivered,Wearables,4,7,2023,False,2.3233333333333333
2023-08-16,CUST0124,Monitor,1,300,16.32,Delivered,Electronics,8,16,2023,False,5.44
2023-03-15,CUST0060,Headphones,5,500,18.06,Delivered,Accessories,3,15,2023,False,3.612
2023-03-03,CUST0046,Mouse,1,30,8.96,Returned,Accessories,3,3,2023,False,29.86666666666667
2023-03-03,CUST0280,Smartwatch,4,800,6.43,Returned,Wearables,3,3,2023,False,0.80375
2023-08-10,CUST0012,Headphones,3,300,17.16,Returned,Accessories,8,10,2023,False,5.72
2023-01-25,CUST0095,Mouse,3,90,18.42,Delivered,Accessories,1,25,2023,False,20.46666666666667
2023-09-19,CUST0279,Mouse,2,60,11.28,Returned,Accessories,9,19,2023,False,18.8
2023-09-13,CUST0158,Monitor,4,1200,6.91,Delivered,Electronics,9,13,2023,False,0.5758333333333333
2023-11-06,CUST0193,Keyboard,4,200,17.18,Delivered,Accessories,11,6,2023,False,8.59
2023-05-24,CUST0270,Keyboard,1,50,18.23,Delivered,Accessories,5,24,2023,False,36.46
2023-02-15,CUST0005,Mouse,2,60,7.58,Delivered,Accessories,2,15,2023,False,12.633333333333333
2023-10-19,CUST0118,Smartphone,2,1600,9.07,Delivered,Electronics,10,19,2023,False,0.566875
2023-07-28,CUST0016,Keyboard,1,50,19.39,Delivered,Accessories,7,28,2023,False,38.78
2023-02-21,CUST0168,Keyboard,2,100,12.44,Delivered,Accessories,2,21,2023,False,12.44
2023-12-14,CUST0091,Keyboard,1,50,19.02,Delivered,Accessories,12,14,2023,False,38.04
2023-03-07,CUST0066,Headphones,3,300,16.67,Returned,Accessories,3,7,2023,False,5.5566666666666675
2023-05-25,CUST0186,Mouse,1,30,5.24,Returned,Accessories,5,25,2023,False,17.466666666666665
2023-02-09,CUST0130,Monitor,3,900,10.39,Returned,Electronics,2,9,2023,False,1.1544444444444446
2023-08-20,CUST0095,Monitor,4,1200,7.26,Delivered,Electronics,8,20,2023,True,0.605
2023-03-02,CUST0128,Smartwatch,5,1000,18.72,Delivered,Wearables,3,2,2023,False,1.872
2023-05-07,CUST0036,Keyboard,3,150,9.99,Delivered,Accessories,5,7,2023,True,6.660000000000001
2023-01-14,CUST0016,Monitor,1,300,6.63,Delivered,Electronics,1,14,2023,True,2.21
2023-05-15,CUST0192,Mouse,1,30,11.39,Delivered,Accessories,5,15,2023,False,37.96666666666667
2023-08-13,CUST0013,Keyboard,4,200,6.66,Delivered,Accessories,8,13,2023,True,3.3300000000000005
2023-08-20,CUST0059,Keyboard,4,200,7.76,Delivered,Accessories,8,20,2023,True,3.88
2023-08-03,CUST0065,Smartphone,1,800,6.24,Delivered,Electronics,8,3,2023,False,0.78
2023-11-25,CUST0025,Headphones,3,300,5.86,Delivered,Accessories,11,25,2023,True,1.9533333333333334
2023-10-30,CUST0160,Laptop,2,3000,5.35,Returned,Electronics,10,30,2023,False,0.17833333333333332
2023-03-09,CUST0096,Smartphone,5,4000,13.72,Returned,Electronics,3,9,2023,False,0.343
2023-01-07,CUST0071,Smartphone,2,1600,13.1,Delivered,Electronics,1,7,2023,True,0.8187500000000001
2023-08-08,CUST0044,Smartwatch,2,400,13.54,Delivered,Wearables,8,8,2023,False,3.385
2023-12-16,CUST0299,Smartphone,5,4000,5.65,Delivered,Electronics,12,16,2023,True,0.14125000000000001
2023-05-29,CUST0291,Monitor,3,900,17.93,Delivered,Electronics,5,29,2023,False,1.9922222222222223
2023-09-04,CUST0266,Monitor,4,1200,5.79,Delivered,Electronics,9,4,2023,False,0.48250000000000004
2023-08-30,CUST0184,Smartphone,1,800,13.72,Delivered,Electronics,8,30,2023,False,1.7150000000000003
2023-02-02,CUST0130,Keyboard,3,150,8.99,Delivered,Accessories,2,2,2023,False,5.993333333333333
2023-09-12,CUST0052,Monitor,4,1200,17.59,Returned,Electronics,9,12,2023,False,1.4658333333333333
2023-12-21,CUST0240,Keyboard,4,200,13.51,Delivered,Accessories,12,21,2023,False,6.755
2023-10-07,CUST0054,Smartphone,1,800,19.15,Delivered,Electronics,10,7,2023,True,2.39375
2023-11-16,CUST0038,Keyboard,2,100,16.78,Delivered,Accessories,11,16,2023,False,16.78
2023-10-30,CUST0023,Monitor,5,1500,8.56,Delivered,Electronics,10,30,2023,False,0.5706666666666668
2023-02-21,CUST0183,Mouse,5,150,9.26,Delivered,Accessories,2,21,2023,False,6.173333333333334
2023-03-12,CUST0012,Monitor,5,1500,13.09,Delivered,Electronics,3,12,2023,True,0.8726666666666667
2023-10-17,CUST0136,Mouse,5,150,6.58,Delivered,Accessories,10,17,2023,False,4.386666666666667
2023-06-05,CUST0052,Mouse,2,60,12.21,Delivered,Accessories,6,5,2023,False,20.35
2023-03-03,CUST0141,Monitor,4,1200,6.4,Delivered,Electronics,3,3,2023,False,0.5333333333333334
2023-07-12,CUST0144,Smartphone,5,4000,19.43,Delivered,Electronics,7,12,2023,False,0.48574999999999996
2023-02-05,CUST0156,Monitor,1,300,15.49,Delivered,Electronics,2,5,2023,True,5.163333333333334
2023-09-22,CUST0199,Smartphone,3,2400,6.95,Returned,Electronics,9,22,2023,False,0.28958333333333336
2023-07-12,CUST0197,Laptop,4,6000,5.05,Delivered,Electronics,7,12,2023,False,0.08416666666666667
2023-11-06,CUST0196,Laptop,1,1500,12.95,Returned,Electronics,11,6,2023,False,0.8633333333333333
2023-08-13,CUST0243,Headphones,5,500,19.98,Returned,Accessories,8,13,2023,True,3.9960000000000004
2023-01-23,CUST0182,Smartphone,4,3200,12.3,Delivered,Electronics,1,23,2023,False,0.384375
2023-10-07,CUST0296,Monitor,4,1200,7.42,Delivered,Electronics,10,7,2023,True,0.6183333333333333
2023-11-15,CUST0296,Mouse,1,30,15.21,Delivered,Accessories,11,15,2023,False,50.7
2023-12-26,CUST0264,Monitor,3,900,19.8,Delivered,Electronics,12,26,2023,False,2.2
2023-11-11,CUST0136,Mouse,5,150,13.14,Returned,Accessories,11,11,2023,True,8.76
2023-04-21,CUST0010,Headphones,5,500,15.78,Delivered,Accessories,4,21,2023,False,3.1559999999999997
2023-05-18,CUST0131,Keyboard,5,250,5.81,Delivered,Accessories,5,18,2023,False,2.324
2023-05-16,CUST0252,Headphones,5,500,7.98,Returned,Accessories,5,16,2023,False,1.596
2023-09-11,CUST0294,Mouse,5,150,19.83,Delivered,Accessories,9,11,2023,False,13.219999999999999
2023-06-12,CUST0253,Smartphone,5,4000,16.14,Returned,Electronics,6,12,2023,False,0.4035
2023-09-26,CUST0126,Smartphone,1,800,16.42,Delivered,Electronics,9,26,2023,False,2.0525
2023-11-22,CUST0024,Laptop,1,1500,9.69,Delivered,Electronics,11,22,2023,False,0.6459999999999999
2023-07-10,CUST0058,Laptop,4,6000,16.49,Delivered,Electronics,7,10,2023,False,0.2748333333333333
2023-11-23,CUST0170,Keyboard,2,100,14.0,Delivered,Accessories,11,23,2023,False,14.000000000000002
2023-10-28,CUST0064,Laptop,3,4500,12.21,Returned,Electronics,10,28,2023,True,0.27133333333333337
2023-01-05,CUST0043,Keyboard,4,200,9.82,Delivered,Accessories,1,5,2023,False,4.91
2023-11-15,CUST0103,Smartwatch,5,1000,14.5,Delivered,Wearables,11,15,2023,False,1.4500000000000002
2023-03-11,CUST0032,Mouse,4,120,14.68,Returned,Accessories,3,11,2023,True,12.233333333333334
